t,x,y,i
945,72783,1868218.2238103,1
946,72814,1871942.45508411,1
947,72876,1872221.33280998,1
948,72883,1873082.53777814,1
949,72955,1876240.60015777,1
950,72961,1876071.99536866,1
951,72969,1877553.72392132,1
952,72990,1875024.71937775,1
953,73020,1876562.22993179,1
954,73053,1877232.31046861,1
955,73089,1879195.21486996,1
956,73154,1879405.13020926,1
957,73183,1880720.94563869,1
958,73197,1882992.93711413,1
959,73247,1882927.84004622,1
960,73300,1887965.35546443,1
961,73373,1885271.28751665,1
962,73375,1886801.09565031,1
963,73393,1885813.49737935,1
964,73401,1887131.47777657,1
965,73449,1885476.66493839,1
966,73496,1889022.97300829,1
967,73548,1889473.65354371,1
968,73552,1889101.84094066,1
969,73556,1889345.65740926,1
970,73620,1893038.25535454,1
971,73692,1891971.49104603,1
972,73712,1891422.87837068,1
973,73776,1896039.29845071,1
974,73821,1898548.31630289,1
975,73822,1898226.88318758,1
976,73849,1897261.5172891,1
977,73898,1901525.44434878,1
978,73950,1900561.30811193,1
979,74035,1900964.77768262,1
980,74071,1903899.90387957,1
981,74100,1903586.87078296,1
982,74116,1906823.33281505,1
983,74146,1905210.02469368,1
984,74186,1906185.85649773,1
985,74263,1907637.35927186,1
986,74313,1910399.28915286,1
987,74348,1912635.13400382,1
988,74400,1911427.23331051,1
989,74406,1913172.65758765,1
990,74428,1914734.1305788,1
991,74475,1914536.78734939,1
992,74496,1917991.35050189,1
993,74558,1915468.62890083,1
994,74636,1919319.16308094,1
995,74680,1918869.57210231,1
996,74751,1921779.96536319,1
997,74787,1921761.08956797,1
998,74839,1922171.5518673,1
999,74844,1921798.53893237,1
1000,74895,1925559.59925738,1
1001,74935,1925044.89527051,1
1002,74960,1929695.68407093,1
1003,75008,1928828.02498151,1
1004,75045,1928378.88057869,1
1005,75071,1926336.11745367,1
1006,75112,1929994.15717617,1
1007,75173,1930747.2693154,1
1008,75177,1933227.25715543,1
1009,75177,1934370.50071293,1
1010,75263,1936679.14726817,1
1011,75265,1932506.22606446,1
1012,75346,1938184.2037566,1
1013,75418,1937084.32745359,1
1014,75491,1941495.29043461,1
1015,75577,1943042.52094407,1
1016,75610,1943102.94611998,1
1017,75649,1943824.14742507,1
1018,75663,1942479.98238919,1
1019,75720,1946490.76045211,1
1020,75785,1946287.24345532,1
1021,75815,1947195.24439245,1
1022,75902,1949512.1710599,1
1023,75955,1954289.57199751,1
1024,76013,1952483.54838651,1
1025,76067,1953926.74410987,1
1026,76076,1954720.81971466,1
1027,76118,1954108.07374611,1
1028,76158,1958554.43864741,1
1029,76201,1958326.94392333,1
1030,76232,1960685.31923844,1
1031,76299,1962989.19435534,1
1032,76331,1961799.78646139,1
1033,76366,1964663.85984155,1
1034,76450,1963056.09691283,1
1035,76517,1966542.11042853,1
1036,76546,1965891.63236394,1
1037,76546,1967720.32504929,1
1038,76574,1969710.07417744,1
1039,76609,1967580.59772675,1
1040,76660,1969694.20998346,1
1041,76710,1971702.94904405,1
1042,76755,1971597.58705638,1
1043,76817,1974685.93149942,1
1044,76835,1973800.3552437,1
1045,76862,1978433.6676684,1
1046,76940,1978413.00626744,1
1047,76953,1978156.54205236,1
1048,76983,1977344.34006116,1
1049,77066,1981156.18345479,1
1050,77108,1981771.7702945,1
1051,77195,1983443.67531194,1
1052,77274,1984377.82775061,1
1053,77326,1987129.23878208,1
1054,77366,1989572.25169597,1
1055,77369,1989620.85904167,1
1056,77399,1991046.57345531,1
1057,77399,1991506.43691007,1
1058,77427,1993970.92873054,1
1059,77483,1990343.79275557,1
1060,77494,1987779.04970331,1
1061,77541,1993003.38187772,1
1062,77545,1992054.11036317,1
1063,77562,1995667.12339889,1
1064,77586,1994461.40896887,1
1065,77609,1993152.11963075,1
1066,77675,1996908.54833818,1
1067,77698,1994508.98622284,1
1068,77722,1999833.85453903,1
1069,77808,2003074.18927968,1
1070,77810,2002413.4814446,1
1071,77862,1998399.50716482,1
1072,77913,2002470.59233833,1
1073,77980,2004951.29521321,1
1074,77998,2004873.06971563,1
1075,78060,2007179.17318435,1
1076,78081,2004222.97601148,1
1077,78164,2010129.80117705,1
1078,78222,2010102.96458874,1
1079,78275,2013296.25188087,1
1080,78357,2012329.99744178,1
1081,78370,2015243.82908246,1
1082,78441,2015811.67177494,1
1083,78518,2019523.31425822,1
1084,78520,2017246.24599635,1
1085,78569,2018776.14798026,1
1086,78597,2019386.87803099,1
1087,78636,2021518.90128423,1
1088,78704,2022680.55553653,1
1089,78772,2021972.59819967,1
1090,78800,2026271.55179789,1
1091,78818,2022681.9445614,1
1092,78878,2028783.55560088,1
1093,78911,2028483.94900485,1
1094,78984,2030570.56556472,1
1095,79053,2030317.8111102,1
1096,79063,2035229.99336695,1
1097,79116,2035194.62041315,1
1098,79142,2033359.05065204,1
1099,79215,2034713.33288791,1
1100,79260,2035884.59718908,1
1101,79302,2035946.40320546,1
1102,79303,2037448.54412355,1
1103,79321,2036757.34770945,1
1104,79388,2038372.98843554,1
1105,79393,2041823.05373956,1
1106,79399,2039965.07927538,1
1107,79407,2041819.41510311,1
1108,79438,2036934.56388651,1
1109,79500,2044152.84762334,1
1110,79553,2043376.50771901,1
1111,79622,2046832.68825005,1
1112,79665,2049179.40805397,1
1113,79732,2049392.06724306,1
1114,79743,2048615.12257365,1
1115,79820,2052787.56252434,1
1116,79892,2053511.41400104,1
1117,79959,2056305.47343592,1
1118,80013,2056620.7886018,1
1119,80044,2058523.22053438,1
1120,80073,2058418.98633939,1
1121,80146,2056733.85350772,1
1122,80207,2061499.36220284,1
1123,80269,2063338.99815863,1
1124,80286,2065061.86210654,1
1125,80351,2066719.79175971,1
1126,80368,2064946.13411356,1
1127,80420,2067584.70617371,1
1128,80428,2067627.9937823,1
1129,80429,2067994.16915682,1
1130,80493,2068236.35781987,1
1131,80557,2072348.55839663,1
1132,80636,2070874.4755836,1
1133,80705,2072680.5339448,1
1134,80747,2071801.10856656,1
1135,80788,2077024.29547936,1
1136,80851,2079533.71306543,1
1137,80861,2079116.64925403,1
1138,80880,2078974.11197366,1
1139,80896,2078869.23549328,1
1140,80910,2077348.45189264,1
1141,80975,2082887.55124839,1
1142,80980,2080645.80566796,1
1143,81049,2082195.76109815,1
1144,81052,2082803.34967428,1
1145,81068,2083614.73121634,1
1146,81128,2083500.54541361,1
1147,81189,2085065.44419492,1
1148,81265,2088733.54635035,1
1149,81293,2086874.8655213,1
1150,81365,2091261.76840115,1
1151,81371,2090122.81854417,1
1152,81389,2090755.33544542,1
1153,81408,2093179.96408173,1
1154,81475,2093469.06749065,1
1155,81498,2095010.63057701,1
1156,81533,2095420.98056126,1
1157,81570,2095450.94853495,1
1158,81586,2098213.90642011,1
1159,81595,2096348.72953513,1
1160,81620,2097660.66770319,1
1161,81676,2099987.92638775,1
1162,81710,2098114.4531338,1
1163,81789,2103934.89941335,1
1164,81811,2103966.71258,1
1165,81826,2101670.63360228,1
1166,81908,2107342.17458038,1
1167,81986,2106265.19977972,1
1168,82013,2106948.72069861,1
1169,82021,2109534.6895726,1
1170,82069,2108126.43687073,1
1171,82151,2111717.98960009,1
1172,82227,2113538.89473857,1
1173,82301,2114696.4085704,1
1174,82314,2115059.20694117,1
1175,82350,2117445.32891297,1
1176,82429,2122689.07158795,1
1177,82430,2116700.9881489,1
1178,82488,2122960.93608669,1
1179,82537,2117860.55434398,1
1180,82567,2120240.96212271,1
1181,82641,2122511.12856053,1
1182,82728,2125787.99186193,1
1183,82733,2125545.2291991,1
1184,82742,2124158.2072241,1
1185,82789,2130737.49608624,1
1186,82835,2129613.88272834,1
1187,82856,2131359.54954838,1
1188,82866,2127609.76950903,1
1189,82892,2130942.29475647,1
1190,82956,2130606.89861838,1
1191,82975,2129962.46572287,1
1192,83048,2132827.96499372,1
1193,83072,2132042.34591166,1
1194,83121,2136885.91936232,1
1195,83148,2137243.23842752,1
1196,83208,2140026.45599888,1
1197,83242,2140023.92118976,1
1198,83278,2142282.61163218,1
1199,83287,2139279.40330491,1
1200,83301,2141184.47129681,1
1201,83301,2141233.21188537,1
1202,83356,2138774.37509335,1
1203,83372,2140773.45486053,1
1204,83420,2143401.33403015,1
1205,83449,2144906.55749357,1
1206,83523,2145001.55060918,1
1207,83545,2149994.86190016,1
1208,83556,2147565.34280896,1
1209,83631,2149972.54668667,1
1210,83691,2149552.95060058,1
1211,83732,2152953.81587688,1
1212,83803,2154194.24587008,1
1213,83853,2154907.48285167,1
1214,83936,2158229.02569059,1
1215,83970,2158619.95866001,1
1216,84004,2157998.21108255,1
1217,84080,2158668.0109672,1
1218,84105,2161845.33755441,1
1219,84182,2164677.10528506,1
1220,84249,2166600.28363004,1
1221,84300,2164160.58779659,1
1222,84337,2166431.15775833,1
1223,84415,2171047.3499594,1
1224,84502,2173271.15185645,1
1225,84550,2173852.5462354,1
1226,84630,2175264.5839579,1
1227,84688,2177275.58210352,1
1228,84755,2181303.85826233,1
1229,84789,2179219.02737914,1
1230,84856,2179637.73054239,1
1231,84871,2180866.9989952,1
1232,84893,2183653.34970179,1
1233,84902,2180992.79622979,1
1234,84971,2182627.247364,1
1235,84981,2185465.65237111,1
1236,85039,2186330.34379434,1
1237,85098,2188413.29380392,1
1238,85146,2188855.38725393,1
1239,85192,2190075.24129659,1
1240,85209,2189536.89851106,1
1241,85232,2190694.07168217,1
1242,85314,2196089.60148321,1
1243,85330,2192211.79541416,1
1244,85377,2193143.40105596,1
1245,85434,2195472.25739024,1
1246,85490,2196881.63530435,1
1247,85553,2198528.19129947,1
1248,85582,2202290.01720786,1
1249,85645,2199654.79136213,1
1250,85721,2200534.61219808,1
1251,85789,2209261.93562699,1
1252,85824,2203365.23218016,1
1253,85828,2205913.36367791,1
1254,85831,2206492.99403485,1
1255,85890,2210806.98741256,1
1256,85969,2210910.55897706,1
1257,86047,2211499.69989298,1
1258,86109,2211901.11812576,1
1259,86175,2213370.52925583,1
1260,86252,2215666.37255809,1
1261,86273,2216864.76847818,1
1262,86355,2219606.74911605,1
1263,86405,2222654.60221139,1
1264,86445,2221988.21183344,1
1265,86467,2222086.33055391,1
1266,86515,2221842.12325206,1
1267,86541,2220406.87087656,1
1268,86616,2226004.96517179,1
1269,86660,2225674.83753297,1
1270,86696,2225126.8833208,1
1271,86721,2229162.51679175,1
1272,86760,2230348.36819807,1
1273,86846,2233870.65305333,1
1274,86868,2232469.34288916,1
1275,86949,2233818.17530995,1
1276,87015,2238587.13783643,1
1277,87053,2237323.03266114,1
1278,87100,2240481.59167723,1
1279,87132,2239528.9558646,1
1280,87184,2240929.63912891,1
1281,87246,2240389.18354386,1
1282,87320,2244352.46621342,1
1283,87354,2247280.18514493,1
1284,87368,2247007.40337471,1
1285,87443,2246137.53094749,1
1286,87466,2247744.15235385,1
1287,87515,2250307.46163533,1
1288,87536,2250420.40878128,1
1289,87542,2247860.12343653,1
1290,87619,2253409.76260035,1
1291,87699,2252371.92251262,1
1292,87735,2255021.54943453,1
1293,87809,2255370.31156867,1
1294,87815,2256762.77456713,1
1295,87819,2254100.309535,1
1296,87899,2258930.93242494,1
1297,87964,2260410.1249779,1
1298,88050,2260486.56056766,1
1299,88083,2262216.67433182,1
1300,88169,2264027.10133857,1
1301,88196,2264461.51756135,1
1302,88208,2269573.62359141,1
1303,88227,2268324.82131686,1
1304,88311,2268490.38517852,1
1305,88341,2270675.88164427,1
1306,88348,2269213.36722604,1
1307,88403,2272152.31162997,1
1308,88456,2272043.30321674,1
1309,88530,2276898.92036809,1
1310,88536,2275841.98545523,1
1311,88557,2275634.3796511,1
1312,88567,2274870.6334023,1
1313,88599,2277333.01099565,1
1314,88672,2277243.38498122,1
1315,88701,2278438.06110827,1
1316,88743,2282193.46099052,1
1317,88807,2281075.29435491,1
1318,88808,2282474.80975715,1
1319,88879,2286116.45879286,1
1320,88944,2286799.1519236,1
1321,88978,2287287.15207608,1
1322,89028,2289884.90449447,1
1323,89074,2289860.29986125,1
1324,89129,2289986.38134915,1
1325,89169,2293128.54973179,1
1326,89253,2292864.86073256,1
1327,89336,2292114.67132975,1
1328,89413,2300708.03196094,1
1329,89484,2300879.18082514,1
1330,89526,2300658.0409995,1
1331,89593,2300978.51637998,1
1332,89678,2303784.06870445,1
1333,89741,2304043.70651115,1
1334,89809,2308249.12555189,1
1335,89881,2310033.16119686,1
1336,89946,2312611.14456491,1
1337,89955,2312188.31109757,1
1338,89967,2308718.57850697,1
1339,90027,2315145.67842391,1
1340,90077,2312874.22926239,1
1341,90088,2315816.43843845,1
1342,90134,2315124.10931667,1
1343,90175,2318679.46657938,1
1344,90208,2318756.45855912,1
1345,90208,2316741.94288657,1
1346,90224,2318201.8636726,1
1347,90289,2321942.65333138,1
1348,90289,2320910.16692464,1
1349,90326,2323914.02257228,1
1350,90400,2323997.46167407,1
1351,90417,2323655.27210276,1
1352,90469,2326919.62316351,1
1353,90535,2327784.92290752,1
1354,90602,2327664.70081053,1
1355,90668,2329139.46202542,1
1356,90677,2328783.47396855,1
1357,90682,2330120.57763833,1
1358,90756,2332427.50259382,1
1359,90800,2331233.9106676,1
1360,90805,2333094.18794201,1
1361,90863,2332078.07090173,1
1362,90910,2337530.74934827,1
1363,90934,2336426.22394986,1
1364,90940,2341668.27378476,1
1365,90979,2339369.56737863,1
1366,91016,2340117.41166465,1
1367,91037,2338659.64104128,1
1368,91045,2342185.71171207,1
1369,91084,2342571.71527803,1
1370,91160,2342852.76303096,1
1371,91236,2343743.55338624,1
1372,91257,2345685.42293714,1
1373,91290,2343820.34440704,1
1374,91354,2347865.84933034,1
1375,91384,2347234.04455819,1
1376,91425,2351608.0719805,1
1377,91480,2352531.13461766,1
1378,91537,2351973.86337142,1
1379,91623,2355691.78137029,1
1380,91646,2355054.12108572,1
1381,91649,2354555.65660161,1
1382,91701,2358558.5937573,1
1383,91757,2356153.54744264,1
1384,91815,2357455.99776914,1
1385,91840,2359972.38725392,1
1386,91906,2364051.90485212,1
1387,91919,2360145.28127733,1
1388,91946,2362916.92529374,1
1389,91982,2363360.80579063,1
1390,92020,2360417.82881238,1
1391,92070,2365812.58748201,1
1392,92151,2368917.68425403,1
1393,92214,2371938.23551079,1
1394,92287,2371541.42919726,1
1395,92321,2372755.15315191,1
1396,92388,2373716.13699948,1
1397,92409,2375147.90733593,1
1398,92417,2375786.99766831,1
1399,92470,2378073.3823565,1
1400,92512,2375490.41959992,1
1401,92594,2382489.63852409,1
1402,92610,2379589.83356103,1
1403,92616,2381850.54999096,1
1404,92618,2381141.61764946,1
1405,92637,2381242.38831964,1
1406,92670,2378675.11478341,1
1407,92741,2385116.9143773,1
1408,92771,2383365.84064328,1
1409,92777,2380000.64673928,1
1410,92832,2386811.03895353,1
1411,92842,2387299.58544739,1
1412,92906,2388549.90967841,1
1413,92942,2387673.69955831,1
1414,92948,2389282.94873366,1
1415,92952,2388834.90370903,1
1416,92970,2386935.14323569,1
1417,93050,2389096.00226957,1
1418,93074,2392999.35696962,1
1419,93144,2394131.17369314,1
1420,93173,2395638.10010747,1
1421,93197,2395675.28304869,1
1422,93250,2396657.5956037,1
1423,93269,2395288.37530235,1
1424,93333,2401341.79293214,1
1425,93391,2400073.58696363,1
1426,93432,2401720.96951751,1
1427,93465,2400239.40301726,1
1428,93493,2401492.7910309,1
1429,93564,2406165.42332673,1
1430,93619,2409035.82738965,1
1431,93634,2406234.67057747,1
1432,93711,2406570.26629376,1
1433,93734,2410400.24704014,1
1434,93800,2408933.41883213,1
1435,93852,2414500.61215793,1
1436,93852,2411410.82060731,1
1437,93852,2413781.5642865,1
1438,93871,2411000.13711702,1
1439,93911,2409494.68800079,1
1440,93944,2414543.49012171,1
1441,93981,2414401.21320003,1
1442,94049,2416782.57980452,1
1443,94060,2420311.24582584,1
1444,94142,2417889.81207561,1
1445,94226,2420203.17561524,1
1446,94245,2422813.06168683,1
1447,94251,2422940.74213531,1
1448,94294,2425112.56056507,1
1449,94348,2424077.00072375,1
1450,94390,2428621.02071137,1
1451,94419,2424871.09557112,1
1452,94485,2427571.98491918,1
1453,94539,2429378.67888283,1
1454,94595,2431235.67965644,1
1455,94667,2432676.47959349,1
1456,94741,2435188.2006747,1
1457,94746,2436073.26209221,1
1458,94769,2435546.94803427,1
1459,94771,2434676.00434969,1
1460,94782,2436352.42251166,1
1461,94830,2436924.17425557,1
1462,94832,2435178.10866247,1
1463,94878,2441716.35788574,1
1464,94951,2439505.7736922,1
1465,94996,2442711.15173206,1
1466,95002,2440929.69747595,1
1467,95048,2441027.30129534,1
1468,95049,2440143.60051609,1
1469,95058,2441333.98465141,1
1470,95077,2443329.66881246,1
1471,95132,2445764.84431247,1
1472,95212,2446940.74181795,1
1473,95240,2447152.94596036,1
1474,95277,2447662.63947336,1
1475,95362,2452434.0410067,1
1476,95368,2448717.04641979,1
1477,95434,2449531.42075494,1
1478,95450,2455142.228533,1
1479,95466,2452999.37139147,1
1480,95545,2456316.74848891,1
1481,95570,2458427.00118017,1
1482,95616,2456087.03932128,1
1483,95691,2458345.57626984,1
1484,95776,2460057.64256583,1
1485,95822,2459957.23825515,1
1486,95872,2462455.6606585,1
1487,95956,2468675.08355881,1
1488,96025,2467671.34690609,1
1489,96089,2468059.23296441,1
1490,96116,2471750.35751285,1
1491,96167,2470917.04335149,1
1492,96254,2474807.64566061,1
1493,96265,2473629.55376635,1
1494,96348,2475855.36960692,1
1495,96348,2475553.75116545,1
1496,96366,2473507.85108798,1
1497,96426,2479750.28238868,1
1498,96483,2480380.08235933,1
1499,96520,2482683.02054571,1
1500,96589,2480949.59783852,1
1501,96638,2483633.58457858,1
1502,96686,2483828.60578996,1
1503,96754,2487008.22901683,1
1504,96826,2489141.1337471,1
1505,96864,2489645.11574682,1
1506,96884,2491029.96288926,1
1507,96935,2495060.84927136,1
1508,96995,2491639.55281944,1
1509,97004,2489283.21335997,1
1510,97064,2495380.54921889,1
1511,97147,2498622.67919589,1
1512,97182,2496729.84415849,1
1513,97257,2496507.50169092,1
1514,97270,2499599.43102101,1
1515,97281,2501909.88512374,1
1516,97358,2503841.96805322,1
1517,97424,2503861.92811068,1
1518,97500,2504274.26416035,1
1519,97528,2506016.51190045,1
1520,97613,2508676.16374475,1
1521,97631,2508722.23141129,1
1522,97716,2510374.82290042,1
1523,97781,2514225.73757133,1
1524,97787,2514342.48234435,1
1525,97862,2517094.74485226,1
1526,97862,2515481.46947956,1
1527,97912,2515434.66942665,1
1528,97975,2517919.34605836,1
1529,98027,2518153.91753815,1
1530,98071,2520635.11744257,1
1531,98134,2520983.86336049,1
1532,98167,2520591.44415575,1
1533,98169,2522640.31622834,1
1534,98189,2523625.43893801,1
1535,98223,2521697.76320619,1
1536,98234,2524002.39085249,1
1537,98288,2526035.45819372,1
1538,98345,2527082.19696654,1
1539,98362,2529870.49076801,1
1540,98428,2529216.11098769,1
1541,98490,2532399.0454042,1
1542,98543,2534364.70384515,1
1543,98589,2534360.67769652,1
